asv,sample,counts,presence,local,type,species,taxa
ASV_78,FOODSBBG2,0,0,BG,FOOD,SB,g__Diutina
ASV_98,NURSESBBP3,14,0,BP,NURSE,SB,g__Metschnikowia
ASV_884,HONEYSBBP4,119,0,BP,HONEY,SB,o__Saccharomycetales
ASV_92,GUARDSDBG1,1276,0,BG,GUARD,SD,p__Ascomycota
ASV_92,FORAGERSBSC1,720,0,SC,FORAGER,SB,p__Ascomycota
ASV_712,POLLENSDBG2,140,0,BG,POLLEN,SD,g__Wickerhamiella
ASV_40,HONEYSBBP4,0,0,BP,HONEY,SB,g__Plenodomus
ASV_859,FORAGERSBBP3,2,1,BP,FORAGER,SB,g__Hannaella
ASV_859,GUARDSDSC2,0,0,SC,GUARD,SD,g__Hannaella
ASV_884,HONEYSDSC1,46,0,SC,HONEY,SD,o__Saccharomycetales
ASV_40,HONEYSDBP3,0,0,BP,HONEY,SD,g__Plenodomus
ASV_40,FOODSDSC2,0,0,SC,FOOD,SD,g__Plenodomus
ASV_64,GUARDSBSC2,109,1,SC,GUARD,SB,g__Cutaneotrichosporon
ASV_892,POLLENSBBP2,0,0,BP,POLLEN,SB,k__Fungi
ASV_78,LARVAE3SBBP4,14,0,BP,LARVAE,SB,g__Diutina
ASV_884,FORAGERSBBP4,329,0,BP,FORAGER,SB,o__Saccharomycetales
ASV_98,POLLENSDSC2,793,0,SC,POLLEN,SD,g__Metschnikowia
ASV_9,HONEYSDBP1,110,1,BP,HONEY,SD,g__Cladosporium
ASV_92,GUARDSDSC2,283,0,SC,GUARD,SD,p__Ascomycota
ASV_64,HONEYSDBP3,0,0,BP,HONEY,SD,g__Cutaneotrichosporon
ASV_64,HONEYSDSC1,0,0,SC,HONEY,SD,g__Cutaneotrichosporon
ASV_859,NURSESBSC2,12,0,SC,NURSE,SB,g__Hannaella
ASV_686,NURSESDBG2,0,0,BG,NURSE,SD,g__Debaryomyces
ASV_712,NURSESBSC1,0,0,SC,NURSE,SB,g__Wickerhamiella
ASV_91,GUARDSDSC2,355,0,SC,GUARD,SD,g__Candida
ASV_908,FOODSBBP4,7504,0,BP,FOOD,SB,f__Saccharomycetaceae
ASV_859,FOODSBSC1,72,0,SC,FOOD,SB,g__Hannaella
ASV_686,FORAGERSDBG1,62,1,BG,FORAGER,SD,g__Debaryomyces
ASV_908,NURSESBSC1,199,0,SC,NURSE,SB,f__Saccharomycetaceae
ASV_859,POLLENSBBP2,4,0,BP,POLLEN,SB,g__Hannaella
ASV_95,NURSESDSC2,0,0,SC,NURSE,SD,g__Zygosaccharomyces
ASV_40,HONEYSDSC1,0,0,SC,HONEY,SD,g__Plenodomus
ASV_712,FOODSDBP1,4,0,BP,FOOD,SD,g__Wickerhamiella
ASV_908,GUARDSDSC2,0,0,SC,GUARD,SD,f__Saccharomycetaceae
ASV_9,NURSESBBP4,277,1,BP,NURSE,SB,g__Cladosporium
ASV_898,NURSESBSC2,11,0,SC,NURSE,SB,g__Papiliotrema
ASV_892,POLLENSDBG1,16,1,BG,POLLEN,SD,k__Fungi
ASV_9,FORAGERSDSC2,348,1,SC,FORAGER,SD,g__Cladosporium
ASV_98,POLLENSDBG2,6661,0,BG,POLLEN,SD,g__Metschnikowia
ASV_898,GUARDSBSC2,51,0,SC,GUARD,SB,g__Papiliotrema
ASV_9,FORAGERSBBP3,156,1,BP,FORAGER,SB,g__Cladosporium
ASV_898,FORAGERSBSC1,72,0,SC,FORAGER,SB,g__Papiliotrema
ASV_712,NURSESDSC2,8,0,SC,NURSE,SD,g__Wickerhamiella
ASV_686,POLLENSDSC2,11,0,SC,POLLEN,SD,g__Debaryomyces
ASV_712,HONEYSBBP3,219,0,BP,HONEY,SB,g__Wickerhamiella
ASV_98,FORAGERSDBG1,1136,0,BG,FORAGER,SD,g__Metschnikowia
ASV_34,HONEYSDBP3,411,1,BP,HONEY,SD,f__Acrospermaceae
ASV_91,NURSESBSC1,0,0,SC,NURSE,SB,g__Candida
ASV_686,POLLENSBBP3,47,0,BP,POLLEN,SB,g__Debaryomyces
ASV_34,NURSESBBG1,0,0,BG,NURSE,SB,f__Acrospermaceae
ASV_859,HONEYSDBG1,12,0,BG,HONEY,SD,g__Hannaella
ASV_9,LARVAESBSC2,0,0,SC,LARVAE,SB,g__Cladosporium
ASV_855,FOODSDBP1,9,0,BP,FOOD,SD,g__Starmerella
ASV_855,HONEYSDSC1,327,0,SC,HONEY,SD,g__Starmerella
ASV_898,HONEYSBBP3,0,0,BP,HONEY,SB,g__Papiliotrema
ASV_898,FOODSBBG2,0,0,BG,FOOD,SB,g__Papiliotrema
ASV_40,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Plenodomus
ASV_98,GUARDSDSC2,0,0,SC,GUARD,SD,g__Metschnikowia
ASV_40,NURSESDSC2,0,0,SC,NURSE,SD,g__Plenodomus
ASV_64,NURSESDBG2,0,0,BG,NURSE,SD,g__Cutaneotrichosporon
ASV_855,NURSESDSC2,0,0,SC,NURSE,SD,g__Starmerella
ASV_40,LARVAESBSC1,0,0,SC,LARVAE,SB,g__Plenodomus
ASV_78,FOODSBBP4,31,0,BP,FOOD,SB,g__Diutina
ASV_34,NURSESDBG2,0,0,BG,NURSE,SD,f__Acrospermaceae
ASV_40,GUARDSBBP3,0,0,BP,GUARD,SB,g__Plenodomus
ASV_855,FOODSDBP2,203,1,BP,FOOD,SD,g__Starmerella
ASV_898,POLLENSDBG1,30,0,BG,POLLEN,SD,g__Papiliotrema
ASV_64,POLLENSDBG1,0,0,BG,POLLEN,SD,g__Cutaneotrichosporon
ASV_908,POLLENSDSC2,6051,0,SC,POLLEN,SD,f__Saccharomycetaceae
ASV_892,POLLENSDBP2,9,0,BP,POLLEN,SD,k__Fungi
ASV_884,LARVAESBSC1,908,0,SC,LARVAE,SB,o__Saccharomycetales
ASV_884,FOODSBBP4,1139,0,BP,FOOD,SB,o__Saccharomycetales
ASV_91,NURSESDSC2,3,0,SC,NURSE,SD,g__Candida
ASV_98,LARVAE3SBBP4,14,0,BP,LARVAE,SB,g__Metschnikowia
ASV_95,GUARDSDBG1,0,0,BG,GUARD,SD,g__Zygosaccharomyces
ASV_892,NURSESBSC1,86,0,SC,NURSE,SB,k__Fungi
ASV_95,POLLENSDSC1,56,0,SC,POLLEN,SD,g__Zygosaccharomyces
ASV_884,FOODSDSC1,2142,0,SC,FOOD,SD,o__Saccharomycetales
ASV_78,FORAGERSBBP3,24,0,BP,FORAGER,SB,g__Diutina
ASV_9,FOODSDSC2,145,1,SC,FOOD,SD,g__Cladosporium
ASV_64,NURSESBBP4,0,0,BP,NURSE,SB,g__Cutaneotrichosporon
ASV_91,FORAGERSBBP4,0,0,BP,FORAGER,SB,g__Candida
ASV_64,NURSESBSC2,0,0,SC,NURSE,SB,g__Cutaneotrichosporon
ASV_9,FOODSBBP3,17,1,BP,FOOD,SB,g__Cladosporium
ASV_908,FOODSBBP3,801,0,BP,FOOD,SB,f__Saccharomycetaceae
ASV_78,LARVAESBBG2,0,0,BG,LARVAE,SB,g__Diutina
ASV_686,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Debaryomyces
ASV_64,LARVAE2SBBP3,0,0,BP,LARVAE,SB,g__Cutaneotrichosporon
ASV_898,FOODSBSC1,200,0,SC,FOOD,SB,g__Papiliotrema
ASV_686,FORAGERSBBP4,0,0,BP,FORAGER,SB,g__Debaryomyces
ASV_92,POLLENSDSC1,1245,0,SC,POLLEN,SD,p__Ascomycota
ASV_908,FOODSBBG2,4319,0,BG,FOOD,SB,f__Saccharomycetaceae
ASV_859,LARVAESBSC2,0,0,SC,LARVAE,SB,g__Hannaella
ASV_9,POLLENSDBP2,10,1,BP,POLLEN,SD,g__Cladosporium
ASV_34,FORAGERSBBP3,21,1,BP,FORAGER,SB,f__Acrospermaceae
ASV_712,HONEYSBSC1,93,0,SC,HONEY,SB,g__Wickerhamiella
ASV_98,HONEYSBBP3,72,0,BP,HONEY,SB,g__Metschnikowia
ASV_64,POLLENSBBP3,0,0,BP,POLLEN,SB,g__Cutaneotrichosporon
ASV_859,FOODSDSC2,26,0,SC,FOOD,SD,g__Hannaella
ASV_34,HONEYSDSC1,313,1,SC,HONEY,SD,f__Acrospermaceae
ASV_859,POLLENSDBG2,14,0,BG,POLLEN,SD,g__Hannaella
ASV_78,POLLENSDBG2,0,0,BG,POLLEN,SD,g__Diutina
ASV_892,FORAGERSBSC1,67,0,SC,FORAGER,SB,k__Fungi
ASV_884,HONEYSBBP3,4,0,BP,HONEY,SB,o__Saccharomycetales
ASV_91,FOODSBBG2,0,0,BG,FOOD,SB,g__Candida
ASV_855,GUARDSBSC2,104,0,SC,GUARD,SB,g__Starmerella
ASV_34,POLLENSBBP2,0,0,BP,POLLEN,SB,f__Acrospermaceae
ASV_34,GUARDSDBG1,0,0,BG,GUARD,SD,f__Acrospermaceae
ASV_712,FORAGERSBBP4,40,0,BP,FORAGER,SB,g__Wickerhamiella
ASV_898,LARVAE3SBBP4,0,0,BP,LARVAE,SB,g__Papiliotrema
ASV_884,LARVAESBBP2,2020,0,BP,LARVAE,SB,o__Saccharomycetales
ASV_95,GUARDSDSC2,0,0,SC,GUARD,SD,g__Zygosaccharomyces
ASV_884,LARVAE2SBBP4,3559,0,BP,LARVAE,SB,o__Saccharomycetales
ASV_34,FOODSBBP3,0,0,BP,FOOD,SB,f__Acrospermaceae
ASV_92,FOODSBBP4,44,0,BP,FOOD,SB,p__Ascomycota
ASV_712,LARVAE2SBBP3,0,0,BP,LARVAE,SB,g__Wickerhamiella
ASV_91,LARVAE3SBBP4,0,0,BP,LARVAE,SB,g__Candida
ASV_908,FORAGERSDSC2,268,0,SC,FORAGER,SD,f__Saccharomycetaceae
ASV_859,HONEYSBBP4,40,0,BP,HONEY,SB,g__Hannaella
ASV_884,FORAGERSBBP3,63,0,BP,FORAGER,SB,o__Saccharomycetales
ASV_92,FORAGERSDBG1,145,0,BG,FORAGER,SD,p__Ascomycota
ASV_98,FOODSBSC1,766,0,SC,FOOD,SB,g__Metschnikowia
ASV_898,LARVAESBBG2,0,0,BG,LARVAE,SB,g__Papiliotrema
ASV_712,POLLENSBBP3,15,0,BP,POLLEN,SB,g__Wickerhamiella
ASV_95,POLLENSDBP2,0,0,BP,POLLEN,SD,g__Zygosaccharomyces
ASV_64,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Cutaneotrichosporon
ASV_884,FOODSDBP2,363,0,BP,FOOD,SD,o__Saccharomycetales
ASV_95,NURSESBBP4,0,0,BP,NURSE,SB,g__Zygosaccharomyces
ASV_92,FOODSBSC2,144,0,SC,FOOD,SB,p__Ascomycota
ASV_859,GUARDSDBG1,0,0,BG,GUARD,SD,g__Hannaella
ASV_686,LARVAE2SBBP3,0,0,BP,LARVAE,SB,g__Debaryomyces
ASV_908,POLLENSDSC1,509,0,SC,POLLEN,SD,f__Saccharomycetaceae
ASV_892,NURSESBBP3,7,0,BP,NURSE,SB,k__Fungi
ASV_40,POLLENSBBP2,0,0,BP,POLLEN,SB,g__Plenodomus
ASV_98,LARVAE2SBBP4,0,0,BP,LARVAE,SB,g__Metschnikowia
ASV_686,FOODSBBP4,14,0,BP,FOOD,SB,g__Debaryomyces
ASV_908,LARVAE1SDBP4,2497,0,BP,LARVAE,SD,f__Saccharomycetaceae
ASV_92,HONEYSBBP3,78,0,BP,HONEY,SB,p__Ascomycota
ASV_98,FOODSBBP4,48,0,BP,FOOD,SB,g__Metschnikowia
ASV_884,FOODSBSC2,1839,0,SC,FOOD,SB,o__Saccharomycetales
ASV_78,POLLENSBBP3,48,0,BP,POLLEN,SB,g__Diutina
ASV_40,POLLENSDBP1,0,0,BP,POLLEN,SD,g__Plenodomus
ASV_92,FOODSDSC1,24,0,SC,FOOD,SD,p__Ascomycota
ASV_859,NURSESBBG1,0,0,BG,NURSE,SB,g__Hannaella
ASV_898,GUARDSDSC2,16,0,SC,GUARD,SD,g__Papiliotrema
ASV_712,FOODSBBP4,20,0,BP,FOOD,SB,g__Wickerhamiella
ASV_898,GUARDSBBP3,0,0,BP,GUARD,SB,g__Papiliotrema
ASV_898,NURSESDSC2,9,0,SC,NURSE,SD,g__Papiliotrema
ASV_92,HONEYSBSC1,22062,0,SC,HONEY,SB,p__Ascomycota
ASV_64,POLLENSDBP1,0,0,BP,POLLEN,SD,g__Cutaneotrichosporon
ASV_34,FORAGERSBSC1,20,1,SC,FORAGER,SB,f__Acrospermaceae
ASV_898,NURSESBBP3,10,0,BP,NURSE,SB,g__Papiliotrema
ASV_92,FORAGERSDSC2,217,0,SC,FORAGER,SD,p__Ascomycota
ASV_855,POLLENSBBP2,14,0,BP,POLLEN,SB,g__Starmerella
ASV_859,HONEYSDSC1,84,0,SC,HONEY,SD,g__Hannaella
ASV_892,FORAGERSBBP3,34,0,BP,FORAGER,SB,k__Fungi
ASV_95,NURSESBBG1,0,0,BG,NURSE,SB,g__Zygosaccharomyces
ASV_892,HONEYSBSC1,141,0,SC,HONEY,SB,k__Fungi
ASV_78,FOODSBSC2,0,0,SC,FOOD,SB,g__Diutina
ASV_98,LARVAESBBP1,0,0,BP,LARVAE,SB,g__Metschnikowia
ASV_92,NURSESBBG1,294,0,BG,NURSE,SB,p__Ascomycota
ASV_884,HONEYSDBP1,19,0,BP,HONEY,SD,o__Saccharomycetales
ASV_78,FORAGERSDBG1,7,0,BG,FORAGER,SD,g__Diutina
ASV_898,LARVAESBSC1,0,0,SC,LARVAE,SB,g__Papiliotrema
ASV_64,FORAGERSDBG1,49,1,BG,FORAGER,SD,g__Cutaneotrichosporon
ASV_892,NURSESDBG2,29,0,BG,NURSE,SD,k__Fungi
ASV_898,HONEYSDBP3,115,0,BP,HONEY,SD,g__Papiliotrema
ASV_92,NURSESBBP4,318,0,BP,NURSE,SB,p__Ascomycota
ASV_34,FORAGERSDSC2,0,0,SC,FORAGER,SD,f__Acrospermaceae
ASV_855,FOODSBSC1,125,0,SC,FOOD,SB,g__Starmerella
ASV_95,LARVAE1SDBP4,0,0,BP,LARVAE,SD,g__Zygosaccharomyces
ASV_712,LARVAE1SBBP4,0,0,BP,LARVAE,SB,g__Wickerhamiella
ASV_884,HONEYSBSC1,0,0,SC,HONEY,SB,o__Saccharomycetales
ASV_34,LARVAE1SDBP4,0,0,BP,LARVAE,SD,f__Acrospermaceae
ASV_91,FOODSBBP4,0,0,BP,FOOD,SB,g__Candida
rare,FOODSBBG2,431,0,BG,FOOD,SB,aaRare
rare,FOODSBBP3,47,0,BP,FOOD,SB,aaRare
rare,FOODSBBP4,112,0,BP,FOOD,SB,aaRare
rare,FOODSBSC1,525,0,SC,FOOD,SB,aaRare
rare,FOODSBSC2,19,0,SC,FOOD,SB,aaRare
rare,FOODSDBP1,2,0,BP,FOOD,SD,aaRare
rare,FOODSDBP2,470,0,BP,FOOD,SD,aaRare
rare,FOODSDSC1,6,0,SC,FOOD,SD,aaRare
rare,FOODSDSC2,278,0,SC,FOOD,SD,aaRare
rare,FORAGERSBBP3,95,0,BP,FORAGER,SB,aaRare
rare,FORAGERSBBP4,55,0,BP,FORAGER,SB,aaRare
rare,FORAGERSBSC1,281,0,SC,FORAGER,SB,aaRare
rare,FORAGERSDBG1,220,0,BG,FORAGER,SD,aaRare
rare,FORAGERSDSC2,50,0,SC,FORAGER,SD,aaRare
rare,GUARDSBBP3,256,0,BP,GUARD,SB,aaRare
rare,GUARDSBSC2,163,0,SC,GUARD,SB,aaRare
rare,GUARDSDBG1,81,0,BG,GUARD,SD,aaRare
rare,GUARDSDSC2,569,0,SC,GUARD,SD,aaRare
rare,HONEYSBBP3,83,0,BP,HONEY,SB,aaRare
rare,HONEYSBBP4,1921,0,BP,HONEY,SB,aaRare
rare,HONEYSBSC1,70,0,SC,HONEY,SB,aaRare
rare,HONEYSDBG1,341,0,BG,HONEY,SD,aaRare
rare,HONEYSDBP1,2450,0,BP,HONEY,SD,aaRare
rare,HONEYSDBP3,1611,0,BP,HONEY,SD,aaRare
rare,HONEYSDSC1,1408,0,SC,HONEY,SD,aaRare
rare,LARVAE1SBBP4,29,0,BP,LARVAE,SB,aaRare
rare,LARVAE1SDBP4,0,0,BP,LARVAE,SD,aaRare
rare,LARVAE2SBBP3,41,0,BP,LARVAE,SB,aaRare
rare,LARVAE2SBBP4,79,0,BP,LARVAE,SB,aaRare
rare,LARVAE3SBBP4,70,0,BP,LARVAE,SB,aaRare
rare,LARVAESBBG2,3,0,BG,LARVAE,SB,aaRare
rare,LARVAESBBP1,428,0,BP,LARVAE,SB,aaRare
rare,LARVAESBBP2,0,0,BP,LARVAE,SB,aaRare
rare,LARVAESBSC1,221,0,SC,LARVAE,SB,aaRare
rare,LARVAESBSC2,51,0,SC,LARVAE,SB,aaRare
rare,NURSESBBG1,46,0,BG,NURSE,SB,aaRare
rare,NURSESBBP3,58,0,BP,NURSE,SB,aaRare
rare,NURSESBBP4,95,0,BP,NURSE,SB,aaRare
rare,NURSESBSC1,149,0,SC,NURSE,SB,aaRare
rare,NURSESBSC2,49,0,SC,NURSE,SB,aaRare
rare,NURSESDBG2,23,0,BG,NURSE,SD,aaRare
rare,NURSESDSC2,27,0,SC,NURSE,SD,aaRare
rare,POLLENSBBP2,101,0,BP,POLLEN,SB,aaRare
rare,POLLENSBBP3,182,0,BP,POLLEN,SB,aaRare
rare,POLLENSDBG1,440,0,BG,POLLEN,SD,aaRare
rare,POLLENSDBG2,706,0,BG,POLLEN,SD,aaRare
rare,POLLENSDBP1,465,0,BP,POLLEN,SD,aaRare
rare,POLLENSDBP2,11,0,BP,POLLEN,SD,aaRare
rare,POLLENSDSC1,381,0,SC,POLLEN,SD,aaRare
rare,POLLENSDSC2,125,0,SC,POLLEN,SD,aaRare
