asv,sample,counts,presence,local,type,species,taxa
ASV_543,GUARDSDBG1,141,0,BG,GUARD,SD,Taibaiella
ASV_439,FORAGERSDBP1,360,0,BP,FORAGER,SD,Bifidobacteriaceae
ASV_543,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Taibaiella
ASV_85,HONEYSBSC1,0,0,SC,HONEY,SB,Tyzzerella
ASV_44,POLLENSDBP1,0,0,BP,POLLEN,SD,Erysipelatoclostridium
ASV_12,GUARDSDSC2,998,1,SC,GUARD,SD,Pectinatus
ASV_86,POLLENSDBG2,18,0,BG,POLLEN,SD,Acetobacteraceae
ASV_71,GUARDSBSC1,5,0,SC,GUARD,SB,Weissella
ASV_83,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Corynebacterium
ASV_60,POLLENSBBP3,72,0,BP,POLLEN,SB,Enterobacterales
ASV_93,HONEYSDSC2,0,0,SC,HONEY,SD,Lactobacillus
ASV_55,HONEYSBSC1,5,0,SC,HONEY,SB,Bombilactobacillus
ASV_12,NURSESDBG1,1137,1,BG,NURSE,SD,Pectinatus
ASV_62,HONEYSBBG2,298,0,BG,HONEY,SB,Acinetobacter
ASV_96,FOODSBBG2,0,0,BG,FOOD,SB,Micrococcaceae
ASV_14,NURSESDSC2,0,0,SC,NURSE,SD,Raoultella
ASV_85,FOODSDSC1,95,1,SC,FOOD,SD,Tyzzerella
ASV_62,HONEYSDBG1,197,0,BG,HONEY,SD,Acinetobacter
ASV_44,FORAGERSDBG1,0,0,BG,FORAGER,SD,Erysipelatoclostridium
ASV_86,FORAGERSDBG1,400,0,BG,FORAGER,SD,Acetobacteraceae
ASV_30,POLLENSDSC1,0,0,SC,POLLEN,SD,Klebsiella
ASV_71,FORAGERSBBG1,0,0,BG,FORAGER,SB,Weissella
ASV_76,FOODSBSC2,0,0,SC,FOOD,SB,Sphingobacterium
ASV_60,HONEYSDBG1,0,0,BG,HONEY,SD,Enterobacterales
ASV_71,POLLENSDBG1,0,0,BG,POLLEN,SD,Weissella
ASV_17,FOODSBBG2,0,0,BG,FOOD,SB,Floricoccus
ASV_99,FORAGERSDBP2,1815,0,BP,FORAGER,SD,Lactobacillaceae
ASV_14,FORAGERSBBP4,4,1,BP,FORAGER,SB,Raoultella
ASV_30,LARVAESBBP2,0,0,BP,LARVAE,SB,Klebsiella
ASV_86,FORAGERSBSC2,78,1,SC,FORAGER,SB,Acetobacteraceae
ASV_93,NURSESDBG2,509,0,BG,NURSE,SD,Lactobacillus
ASV_484,GUARDSDSC2,461,0,SC,GUARD,SD,Bifidobacterium
ASV_484,GUARDSBBP3,973,0,BP,GUARD,SB,Bifidobacterium
ASV_55,FORAGERSBBG1,344,0,BG,FORAGER,SB,Bombilactobacillus
ASV_60,HONEYSBSC2,43,0,SC,HONEY,SB,Enterobacterales
ASV_439,POLLENSDSC2,0,0,SC,POLLEN,SD,Bifidobacteriaceae
ASV_484,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Bifidobacterium
ASV_484,NURSESDSC2,0,0,SC,NURSE,SD,Bifidobacterium
ASV_439,LARVAESBBP2,0,0,BP,LARVAE,SB,Bifidobacteriaceae
ASV_76,NURSESDBP2,0,0,BP,NURSE,SD,Sphingobacterium
ASV_17,FOODSBSC1,0,0,SC,FOOD,SB,Floricoccus
ASV_484,NURSESBBP3,0,0,BP,NURSE,SB,Bifidobacterium
ASV_17,FOODSDBG1,0,0,BG,FOOD,SD,Floricoccus
ASV_30,HONEYSDBG1,0,0,BG,HONEY,SD,Klebsiella
ASV_12,NURSESBSC1,0,0,SC,NURSE,SB,Pectinatus
ASV_86,GUARDSDSC2,32,0,SC,GUARD,SD,Acetobacteraceae
ASV_96,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Micrococcaceae
ASV_543,GUARDSBSC1,10,0,SC,GUARD,SB,Taibaiella
ASV_439,LARVAE1SDBP2,0,0,BP,LARVAE,SD,Bifidobacteriaceae
ASV_76,FOODSBBG2,0,0,BG,FOOD,SB,Sphingobacterium
ASV_85,FOODSDBP2,0,0,BP,FOOD,SD,Tyzzerella
ASV_30,POLLENSDBP2,0,0,BP,POLLEN,SD,Klebsiella
ASV_85,HONEYSDSC2,0,0,SC,HONEY,SD,Tyzzerella
ASV_99,HONEYSDSC2,5549,0,SC,HONEY,SD,Lactobacillaceae
ASV_44,FOODSDSC1,15,0,SC,FOOD,SD,Erysipelatoclostridium
ASV_62,HONEYSDSC2,44,0,SC,HONEY,SD,Acinetobacter
ASV_71,NURSESDBG2,0,0,BG,NURSE,SD,Weissella
ASV_83,FORAGERSDBP2,0,0,BP,FORAGER,SD,Corynebacterium
ASV_439,HONEYSBBP3,69,0,BP,HONEY,SB,Bifidobacteriaceae
ASV_86,FORAGERSBBG2,10,0,BG,FORAGER,SB,Acetobacteraceae
ASV_76,LARVAESBBP2,0,0,BP,LARVAE,SB,Sphingobacterium
ASV_93,FORAGERSDBP1,1498,1,BP,FORAGER,SD,Lactobacillus
ASV_93,LARVAESBSC2,0,0,SC,LARVAE,SB,Lactobacillus
ASV_60,HONEYSBBG2,0,0,BG,HONEY,SB,Enterobacterales
ASV_17,FORAGERSDBP1,3,1,BP,FORAGER,SD,Floricoccus
ASV_14,FOODSBBG2,0,0,BG,FOOD,SB,Raoultella
ASV_99,FORAGERSBBP3,14954,0,BP,FORAGER,SB,Lactobacillaceae
ASV_60,FOODSDSC2,0,0,SC,FOOD,SD,Enterobacterales
ASV_96,GUARDSBBP3,7,0,BP,GUARD,SB,Micrococcaceae
ASV_83,NURSESBBG2,0,0,BG,NURSE,SB,Corynebacterium
ASV_93,LARVAESDSC1,0,0,SC,LARVAE,SD,Lactobacillus
ASV_60,GUARDSBBP3,2111,0,BP,GUARD,SB,Enterobacterales
ASV_484,HONEYSBBG2,8,1,BG,HONEY,SB,Bifidobacterium
ASV_543,FORAGERSBBG2,0,0,BG,FORAGER,SB,Taibaiella
ASV_62,NURSESDBG2,0,0,BG,NURSE,SD,Acinetobacter
ASV_44,FORAGERSBBP3,0,0,BP,FORAGER,SB,Erysipelatoclostridium
ASV_44,FORAGERSBSC1,0,0,SC,FORAGER,SB,Erysipelatoclostridium
ASV_76,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Sphingobacterium
ASV_85,FORAGERSDBP1,0,0,BP,FORAGER,SD,Tyzzerella
ASV_30,HONEYSBSC1,0,0,SC,HONEY,SB,Klebsiella
ASV_83,FORAGERSBBG1,0,0,BG,FORAGER,SB,Corynebacterium
ASV_76,NURSESBBP3,0,0,BP,NURSE,SB,Sphingobacterium
ASV_30,FOODSDSC1,0,0,SC,FOOD,SD,Klebsiella
ASV_55,NURSESDSC2,17,1,SC,NURSE,SD,Bombilactobacillus
ASV_99,HONEYSDBG2,17663,0,BG,HONEY,SD,Lactobacillaceae
ASV_543,GUARDSDSC2,124,0,SC,GUARD,SD,Taibaiella
ASV_83,LARVAESDSC1,0,0,SC,LARVAE,SD,Corynebacterium
ASV_93,GUARDSBSC2,446,0,SC,GUARD,SB,Lactobacillus
ASV_83,LARVAESBBP2,0,0,BP,LARVAE,SB,Corynebacterium
ASV_543,NURSESDBG1,0,0,BG,NURSE,SD,Taibaiella
ASV_17,FOODSBSC2,0,0,SC,FOOD,SB,Floricoccus
ASV_55,HONEYSBSC2,24,0,SC,HONEY,SB,Bombilactobacillus
ASV_12,NURSESDSC2,0,0,SC,NURSE,SD,Pectinatus
ASV_17,FORAGERSBBP3,107,1,BP,FORAGER,SB,Floricoccus
ASV_439,FORAGERSDBP2,1048,0,BP,FORAGER,SD,Bifidobacteriaceae
ASV_83,HONEYSDBG2,310,0,BG,HONEY,SD,Corynebacterium
ASV_71,FOODSBSC1,0,0,SC,FOOD,SB,Weissella
ASV_96,POLLENSDSC1,0,0,SC,POLLEN,SD,Micrococcaceae
ASV_71,FOODSDBP1,0,0,BP,FOOD,SD,Weissella
ASV_14,FORAGERSBBG1,0,0,BG,FORAGER,SB,Raoultella
ASV_96,NURSESBSC1,0,0,SC,NURSE,SB,Micrococcaceae
ASV_55,POLLENSDBG1,0,0,BG,POLLEN,SD,Bombilactobacillus
ASV_99,GUARDSBSC1,282,0,SC,GUARD,SB,Lactobacillaceae
ASV_86,HONEYSBBP3,12,0,BP,HONEY,SB,Acetobacteraceae
ASV_12,FORAGERSBBP4,598,1,BP,FORAGER,SB,Pectinatus
ASV_93,GUARDSDSC1,1545,0,SC,GUARD,SD,Lactobacillus
ASV_71,GUARDSBSC2,31,1,SC,GUARD,SB,Weissella
ASV_44,HONEYSDSC2,0,0,SC,HONEY,SD,Erysipelatoclostridium
ASV_30,FOODSDBP2,0,0,BP,FOOD,SD,Klebsiella
ASV_14,GUARDSDSC1,22,1,SC,GUARD,SD,Raoultella
ASV_439,FOODSDBG1,0,0,BG,FOOD,SD,Bifidobacteriaceae
ASV_62,FORAGERSDBP1,0,0,BP,FORAGER,SD,Acinetobacter
ASV_62,LARVAESBSC2,0,0,SC,LARVAE,SB,Acinetobacter
ASV_76,POLLENSDSC2,0,0,SC,POLLEN,SD,Sphingobacterium
ASV_71,POLLENSDBG2,0,0,BG,POLLEN,SD,Weissella
ASV_17,FOODSDSC1,0,0,SC,FOOD,SD,Floricoccus
ASV_55,FORAGERSBBG2,246,0,BG,FORAGER,SB,Bombilactobacillus
ASV_96,LARVAE1SDBP4,0,0,BP,LARVAE,SD,Micrococcaceae
ASV_439,GUARDSDBG1,52,0,BG,GUARD,SD,Bifidobacteriaceae
ASV_17,FORAGERSDBP2,103,1,BP,FORAGER,SD,Floricoccus
ASV_17,NURSESDBP1,585,1,BP,NURSE,SD,Floricoccus
ASV_71,FORAGERSBBG2,0,0,BG,FORAGER,SB,Weissella
ASV_30,HONEYSDSC2,0,0,SC,HONEY,SD,Klebsiella
ASV_484,FOODSDSC1,0,0,SC,FOOD,SD,Bifidobacterium
ASV_85,NURSESBBG2,0,0,BG,NURSE,SB,Tyzzerella
ASV_83,NURSESBSC1,0,0,SC,NURSE,SB,Corynebacterium
ASV_543,NURSESBSC1,0,0,SC,NURSE,SB,Taibaiella
ASV_62,LARVAESDSC1,6,0,SC,LARVAE,SD,Acinetobacter
ASV_96,POLLENSDSC2,0,0,SC,POLLEN,SD,Micrococcaceae
ASV_484,HONEYSBSC1,4,0,SC,HONEY,SB,Bifidobacterium
ASV_83,GUARDSBSC1,16,0,SC,GUARD,SB,Corynebacterium
ASV_76,POLLENSDBG2,0,0,BG,POLLEN,SD,Sphingobacterium
ASV_96,HONEYSBSC1,0,0,SC,HONEY,SB,Micrococcaceae
ASV_484,POLLENSDBP1,0,0,BP,POLLEN,SD,Bifidobacterium
ASV_55,HONEYSDBP1,6,0,BP,HONEY,SD,Bombilactobacillus
ASV_17,FORAGERSBBP4,484,1,BP,FORAGER,SB,Floricoccus
ASV_62,GUARDSBSC2,0,0,SC,GUARD,SB,Acinetobacter
ASV_14,FORAGERSDBG2,0,0,BG,FORAGER,SD,Raoultella
ASV_76,FORAGERSDBG1,13,0,BG,FORAGER,SD,Sphingobacterium
ASV_96,NURSESBSC2,0,0,SC,NURSE,SB,Micrococcaceae
ASV_12,FOODSBBG2,0,0,BG,FOOD,SB,Pectinatus
ASV_83,FOODSDBP2,0,0,BP,FOOD,SD,Corynebacterium
ASV_30,FORAGERSDBP1,0,0,BP,FORAGER,SD,Klebsiella
ASV_62,GUARDSDSC1,519,0,SC,GUARD,SD,Acinetobacter
ASV_83,HONEYSDSC1,932,1,SC,HONEY,SD,Corynebacterium
ASV_439,HONEYSBBP4,70,0,BP,HONEY,SB,Bifidobacteriaceae
ASV_60,NURSESBSC1,12,0,SC,NURSE,SB,Enterobacterales
ASV_17,NURSESBBP3,590,1,BP,NURSE,SB,Floricoccus
ASV_99,FOODSDBP1,18283,0,BP,FOOD,SD,Lactobacillaceae
ASV_85,POLLENSDBP1,0,0,BP,POLLEN,SD,Tyzzerella
ASV_86,FOODSBSC1,218,1,SC,FOOD,SB,Acetobacteraceae
ASV_55,LARVAESBSC2,0,0,SC,LARVAE,SB,Bombilactobacillus
ASV_44,FORAGERSDBP1,0,0,BP,FORAGER,SD,Erysipelatoclostridium
ASV_484,LARVAE2SBBP4,0,0,BP,LARVAE,SB,Bifidobacterium
ASV_85,LARVAESDSC1,3078,1,SC,LARVAE,SD,Tyzzerella
ASV_55,FOODSBBP3,6,0,BP,FOOD,SB,Bombilactobacillus
ASV_17,FOODSDSC2,0,0,SC,FOOD,SD,Floricoccus
ASV_76,FORAGERSBSC2,0,0,SC,FORAGER,SB,Sphingobacterium
ASV_17,POLLENSDBG1,7,1,BG,POLLEN,SD,Floricoccus
ASV_17,NURSESDBP2,54,1,BP,NURSE,SD,Floricoccus
ASV_96,HONEYSBSC2,37,1,SC,HONEY,SB,Micrococcaceae
ASV_86,LARVAE2SBBP4,3,0,BP,LARVAE,SB,Acetobacteraceae
ASV_99,NURSESDSC1,11898,0,SC,NURSE,SD,Lactobacillaceae
ASV_543,NURSESDSC2,0,0,SC,NURSE,SD,Taibaiella
ASV_60,NURSESBBP4,15,0,BP,NURSE,SB,Enterobacterales
ASV_71,LARVAESBSC2,0,0,SC,LARVAE,SB,Weissella
ASV_55,NURSESBSC1,311,0,SC,NURSE,SB,Bombilactobacillus
ASV_86,NURSESDBP1,338,1,BP,NURSE,SD,Acetobacteraceae
ASV_86,FOODSBBP4,604,1,BP,FOOD,SB,Acetobacteraceae
ASV_76,GUARDSDSC2,216,0,SC,GUARD,SD,Sphingobacterium
ASV_44,POLLENSDBG2,0,0,BG,POLLEN,SD,Erysipelatoclostridium
ASV_44,GUARDSDSC1,0,0,SC,GUARD,SD,Erysipelatoclostridium
ASV_14,FOODSBBP4,0,0,BP,FOOD,SB,Raoultella
ASV_55,GUARDSBBP3,803,0,BP,GUARD,SB,Bombilactobacillus
ASV_12,FORAGERSBBG1,2072,1,BG,FORAGER,SB,Pectinatus
ASV_93,POLLENSBBP3,0,0,BP,POLLEN,SB,Lactobacillus
ASV_14,FORAGERSBSC2,0,0,SC,FORAGER,SB,Raoultella
ASV_543,FORAGERSBBP4,0,0,BP,FORAGER,SB,Taibaiella
ASV_60,NURSESBBG1,0,0,BG,NURSE,SB,Enterobacterales
ASV_71,FOODSBSC2,0,0,SC,FOOD,SB,Weissella
ASV_83,LARVAE1SBBP4,0,0,BP,LARVAE,SB,Corynebacterium
ASV_71,FOODSDBP2,0,0,BP,FOOD,SD,Weissella
ASV_76,FORAGERSBBG2,0,0,BG,FORAGER,SB,Sphingobacterium
ASV_12,GUARDSDSC1,0,0,SC,GUARD,SD,Pectinatus
ASV_44,NURSESBBG1,0,0,BG,NURSE,SB,Erysipelatoclostridium
ASV_93,POLLENSDBP2,0,0,BP,POLLEN,SD,Lactobacillus
ASV_99,NURSESDBG1,24116,0,BG,NURSE,SD,Lactobacillaceae
ASV_96,FOODSBBP3,0,0,BP,FOOD,SB,Micrococcaceae
rare,FOODSBBG2,209,0,BG,FOOD,SB,aaRare
rare,FOODSBBP3,176,0,BP,FOOD,SB,aaRare
rare,FOODSBBP4,54,0,BP,FOOD,SB,aaRare
rare,FOODSBSC1,3,0,SC,FOOD,SB,aaRare
rare,FOODSBSC2,51,0,SC,FOOD,SB,aaRare
rare,FOODSDBG1,0,0,BG,FOOD,SD,aaRare
rare,FOODSDBP1,79,0,BP,FOOD,SD,aaRare
rare,FOODSDBP2,742,0,BP,FOOD,SD,aaRare
rare,FOODSDSC1,62,0,SC,FOOD,SD,aaRare
rare,FOODSDSC2,421,0,SC,FOOD,SD,aaRare
rare,FORAGERSBBG1,255,0,BG,FORAGER,SB,aaRare
rare,FORAGERSBBG2,474,0,BG,FORAGER,SB,aaRare
rare,FORAGERSBBP3,1339,0,BP,FORAGER,SB,aaRare
rare,FORAGERSBBP4,1652,0,BP,FORAGER,SB,aaRare
rare,FORAGERSBSC1,507,0,SC,FORAGER,SB,aaRare
rare,FORAGERSBSC2,28,0,SC,FORAGER,SB,aaRare
rare,FORAGERSDBG1,280,0,BG,FORAGER,SD,aaRare
rare,FORAGERSDBG2,234,0,BG,FORAGER,SD,aaRare
rare,FORAGERSDBP1,332,0,BP,FORAGER,SD,aaRare
rare,FORAGERSDBP2,1965,0,BP,FORAGER,SD,aaRare
rare,FORAGERSDSC2,514,0,SC,FORAGER,SD,aaRare
rare,GUARDSBBP3,606,0,BP,GUARD,SB,aaRare
rare,GUARDSBSC1,283,0,SC,GUARD,SB,aaRare
rare,GUARDSBSC2,151,0,SC,GUARD,SB,aaRare
rare,GUARDSDBG1,1114,0,BG,GUARD,SD,aaRare
rare,GUARDSDSC1,1777,0,SC,GUARD,SD,aaRare
rare,GUARDSDSC2,1576,0,SC,GUARD,SD,aaRare
rare,HONEYSBBG1,220,0,BG,HONEY,SB,aaRare
rare,HONEYSBBG2,173,0,BG,HONEY,SB,aaRare
rare,HONEYSBBP3,784,0,BP,HONEY,SB,aaRare
rare,HONEYSBBP4,915,0,BP,HONEY,SB,aaRare
rare,HONEYSBSC1,362,0,SC,HONEY,SB,aaRare
rare,HONEYSBSC2,322,0,SC,HONEY,SB,aaRare
rare,HONEYSDBG1,60,0,BG,HONEY,SD,aaRare
rare,HONEYSDBG2,2625,0,BG,HONEY,SD,aaRare
rare,HONEYSDBP1,1527,0,BP,HONEY,SD,aaRare
rare,HONEYSDSC1,4148,0,SC,HONEY,SD,aaRare
rare,HONEYSDSC2,29,0,SC,HONEY,SD,aaRare
rare,LARVAE1SBBP4,65,0,BP,LARVAE,SB,aaRare
rare,LARVAE1SDBP2,0,0,BP,LARVAE,SD,aaRare
rare,LARVAE1SDBP4,31,0,BP,LARVAE,SD,aaRare
rare,LARVAE2SBBP4,47,0,BP,LARVAE,SB,aaRare
rare,LARVAESBBP2,94,0,BP,LARVAE,SB,aaRare
rare,LARVAESBSC2,0,0,SC,LARVAE,SB,aaRare
rare,LARVAESDSC1,4,0,SC,LARVAE,SD,aaRare
rare,NURSESBBG1,206,0,BG,NURSE,SB,aaRare
rare,NURSESBBG2,368,0,BG,NURSE,SB,aaRare
rare,NURSESBBP3,144,0,BP,NURSE,SB,aaRare
rare,NURSESBBP4,118,0,BP,NURSE,SB,aaRare
rare,NURSESBSC1,276,0,SC,NURSE,SB,aaRare
rare,NURSESBSC2,105,0,SC,NURSE,SB,aaRare
rare,NURSESDBG1,387,0,BG,NURSE,SD,aaRare
rare,NURSESDBG2,51,0,BG,NURSE,SD,aaRare
rare,NURSESDBP1,71,0,BP,NURSE,SD,aaRare
rare,NURSESDBP2,533,0,BP,NURSE,SD,aaRare
rare,NURSESDSC1,494,0,SC,NURSE,SD,aaRare
rare,NURSESDSC2,350,0,SC,NURSE,SD,aaRare
rare,POLLENSBBP2,13,0,BP,POLLEN,SB,aaRare
rare,POLLENSBBP3,555,0,BP,POLLEN,SB,aaRare
rare,POLLENSDBG1,27,0,BG,POLLEN,SD,aaRare
rare,POLLENSDBG2,22,0,BG,POLLEN,SD,aaRare
rare,POLLENSDBP1,490,0,BP,POLLEN,SD,aaRare
rare,POLLENSDBP2,0,0,BP,POLLEN,SD,aaRare
rare,POLLENSDSC1,97,0,SC,POLLEN,SD,aaRare
rare,POLLENSDSC2,212,0,SC,POLLEN,SD,aaRare
